"","Estacao","Data_de_Amostragem","Ano","Hora_de_Amostragem","Latitude","Longitude","Aluminio_dissolvido","Aluminio_total","Bario_total","Calcio_total","Chumbo_total","Cobre_dissolvido","Cobre_total","Cromo_hexavalente","Cromo_total","Cromo_trivalente","Estanho_total","Ferro_dissolvido","Ferro_total","Magnesio_total","Manganes_total","Manganes_dissolvido","Niquel_total","Potassio_total","Potassio_dissolvido","Sodio_dissolvido","Sodio_total","Condutividade_eletrica_in_loco","Condutividade_eletrica_laboratorio","Fluoreto_ionizado","Fosforo_total","Solidos_dissolvidos_totais","Solidos_em_suspensao_totais","Solidos_totais","Turbidez"
"1719","RD035",2020-10-14,"2020",1899-12-31 13:40:00,-19.49,-42.49,0.0364276132,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1295627409,NA,NA,0.207602482,NA,0.004,NA,NA,NA,NA,69.5,NA,NA,0.04,55,10,65,15.7
"1720","RD035",2020-11-10,"2020",1899-12-31 12:00:00,-19.49,-42.49,0.0669544602,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.3842295628,NA,NA,0.260427097,NA,0.004,NA,NA,NA,NA,65.3,NA,NA,0.05,83,49,132,90.7
"1721","RD035",2020-12-15,"2020",1899-12-31 12:15:00,-19.49,-42.49,0.2604978064,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.4674073669,NA,NA,0.4384296137,NA,0.004,NA,NA,NA,NA,54,NA,NA,0.29,85,158,243,192
"1722","RD044",2020-07-20,"2020",1899-12-31 14:10:00,-18.88,-41.95,0.0798218204,NA,0.0209309353,3.5,0.005,0.004,NA,NA,0.04,NA,NA,0.2954104582,NA,2.2,0.0203961116,NA,0.004,NA,1.5490686527,6.513811289,NA,69.3,NA,NA,0.04,49,9,58,8.38
"1723","RD044",2020-08-05,"2020",1899-12-31 09:30:00,-18.88,-41.95,0.0490478633,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2033574026,NA,NA,0.0325734918,NA,0.004,NA,NA,NA,NA,86.7,NA,NA,0.05,50,10,60,7.21
"1724","RD044",2020-09-16,"2020",1899-12-31 10:30:00,-18.88,-41.95,0.0681200765,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1317492722,NA,NA,0.0604001625,NA,0.004,NA,NA,NA,NA,79.3,NA,NA,0.08,43,20,63,8.15
"1725","RD044",2020-10-19,"2020",1899-12-31 11:10:00,-18.88,-41.95,0.0435148914,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1072496299,NA,NA,0.0499467009,NA,0.004,NA,NA,NA,NA,99.4,NA,NA,0.11,54,14,68,27.2
"1726","RD044",2020-11-11,"2020",1899-12-31 10:45:00,-18.88,-41.95,0.0922243476,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.5063468467,NA,NA,0.0602732388,NA,0.004,NA,NA,NA,NA,58.1,NA,NA,0.02,55,40,95,56.9
"1727","RD044",2020-12-16,"2020",1899-12-31 10:00:00,-18.88,-41.95,0.2118499855,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.4049800871,NA,NA,0.1454603119,NA,0.0069971825,NA,NA,NA,NA,53,NA,NA,0.14,60,66,126,110
"1728","RD045",2020-07-20,"2020",1899-12-31 15:00:00,-18.86,-41.83,0.0758670385,NA,0.0205625569,3.4,0.005,0.004,NA,NA,0.04,NA,NA,0.26220929,NA,2.4,0.0158163992,NA,0.004,NA,1.5313096057,6.376188769,NA,66.9,NA,NA,0.07,33,19,52,9.66
"1729","RD045",2020-08-05,"2020",1899-12-31 10:30:00,-18.86,-41.83,0.0778349458,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1898746993,NA,NA,0.0196138328,NA,0.004,NA,NA,NA,NA,84,NA,NA,0.04,40,16,56,7.37
"1730","RD045",2020-09-16,"2020",1899-12-31 11:30:00,-18.86,-41.83,0.0592319131,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.099545266,NA,NA,0.022043878,NA,0.004,NA,NA,NA,NA,76.8,NA,NA,0.08,42,11,53,5.48
"1731","RD045",2020-10-19,"2020",1899-12-31 12:20:00,-18.86,-41.83,0.0277430334,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0928966349,NA,NA,0.0573379777,NA,0.004,NA,NA,NA,NA,101,NA,NA,0.09,61,15,76,22.4
"1732","RD045",2020-11-11,"2020",1899-12-31 11:30:00,-18.86,-41.83,0.1118793506,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.5199546662,NA,NA,0.0575127493,NA,0.004,NA,NA,NA,NA,58.3,NA,NA,0.03,65,8,73,46.9
"1733","RD045",2020-12-16,"2020",1899-12-31 11:20:00,-18.86,-41.83,0.2543566986,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.5553276314,NA,NA,0.155459511,NA,0.004,NA,NA,NA,NA,51.2,NA,NA,0.23,76,66,142,126
"1734","RD053",2020-07-23,"2020",1899-12-31 09:00:00,-18.97,-41.65,0.0886492863,NA,0.0242178187,3.5,0.005,0.004,NA,NA,0.04,NA,NA,0.2173066962,NA,2,0.0281090047,NA,0.004,NA,1.5669852607,6.458744359,NA,64.5,NA,NA,0.04,56,8,64,12.3
"1735","RD053",2020-08-05,"2020",1899-12-31 11:40:00,-18.97,-41.65,0.1917997686,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2413991741,NA,NA,0.0185895665,NA,0.004,NA,NA,NA,NA,86.8,NA,NA,0.04,48,6,54,7.42
"1736","RD053",2020-09-16,"2020",1899-12-31 14:00:00,-18.97,-41.65,0.0533753681,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0856881519,NA,NA,0.0243968889,NA,0.004,NA,NA,NA,NA,80.8,NA,NA,0.07,34,7,41,5.71
"1737","RD053",2020-10-21,"2020",1899-12-31 08:20:00,-18.97,-41.65,0.0370277149,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0989449813,NA,NA,0.0589845179,NA,0.004,NA,NA,NA,NA,95,NA,NA,0.07,58,9,67,19.3
"1738","RD053",2020-11-11,"2020",1899-12-31 13:35:00,-18.97,-41.65,0.1290058569,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.4688504738,NA,NA,0.0571627029,NA,0.004,NA,NA,NA,NA,63.8,NA,NA,0.08,65,25,90,47
"1739","RD053",2020-12-16,"2020",1899-12-31 13:00:00,-18.97,-41.65,0.2733489378,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.7167408164,NA,NA,0.1237267348,NA,0.0098358678,NA,NA,NA,NA,60.8,NA,NA,0.22,99,66,165,158
"1740","RD058",2020-07-23,"2020",1899-12-31 10:40:00,-19.17,-41.46,0.093813285,NA,0.025263391,4.6,0.005,0.004,NA,NA,0.04,NA,NA,0.1934773053,NA,2.6,0.0228741854,NA,0.004,NA,1.6454510607,6.440081827,NA,66.4,NA,NA,0.05,45,21,66,12.5
"1741","RD058",2020-08-06,"2020",1899-12-31 09:00:00,-19.17,-41.46,0.0553060243,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1582387129,NA,NA,0.0264353944,NA,0.004,NA,NA,NA,NA,86.7,NA,NA,0.03,48,11,59,9.49
"1742","RD058",2020-09-17,"2020",1899-12-31 09:00:00,-19.17,-41.46,0.0723496224,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0859019797,NA,NA,0.025839194,NA,0.004,NA,NA,NA,NA,99.2,NA,NA,0.07,38,11,49,5.3
"1743","RD058",2020-10-21,"2020",1899-12-31 10:00:00,-19.17,-41.46,3.670977157,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0824540599,NA,NA,0.0190506235,NA,0.004,NA,NA,NA,NA,97.7,NA,NA,0.07,56,42,98,30.9
"1744","RD058",2020-11-12,"2020",1899-12-31 09:20:00,-19.17,-41.46,0.1171402145,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.4944193284,NA,NA,0.0567864821,NA,0.004,NA,NA,NA,NA,63.5,NA,NA,0.06,63,6,69,42.1
"1745","RD058",2020-12-17,"2020",1899-12-31 08:15:00,-19.17,-41.46,0.2512373917,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.6124553429,NA,NA,0.1408080592,NA,0.004,NA,NA,NA,NA,57.7,NA,NA,0.16,77,70,147,134
"1746","RD059",2020-07-22,"2020",1899-12-31 13:40:00,-19.35,-41.24,0.092308206,NA,0.0232077517,4.1,0.005,0.004,NA,NA,0.04,NA,NA,0.1803355482,NA,2.5,0.0127757139,NA,0.004,NA,1.7470125167,6.718779939,NA,67.9,NA,NA,0.04,53,22,75,9.03
"1747","RD059",2020-08-06,"2020",1899-12-31 10:00:00,-19.35,-41.24,0.067863065,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1601003902,NA,NA,0.0166584636,NA,0.004,NA,NA,NA,NA,86.3,NA,NA,0.03,39,19,58,6.97
"1748","RD059",2020-09-17,"2020",1899-12-31 11:00:00,-19.35,-41.24,0.0435512826,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0727313767,NA,NA,0.0737572254,NA,0.004,NA,NA,NA,NA,98.3,NA,NA,0.08,37,17,54,13.2
"1749","RD059",2020-10-21,"2020",1899-12-31 11:15:00,-19.35,-41.24,0.0230900457,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0590462554,NA,NA,0.1595271248,NA,0.004,NA,NA,NA,NA,102,NA,NA,0.05,42,2,43,8.08
"1750","RD059",2020-11-12,"2020",1899-12-31 10:15:00,-19.35,-41.24,0.1138294749,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.5762064894,NA,NA,0.0283830968,NA,0.004,NA,NA,NA,NA,65.5,NA,NA,0.04,59,2,61,23.8
"1751","RD059",2020-12-17,"2020",1899-12-31 10:00:00,-19.35,-41.24,0.2332637465,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.492207143,NA,NA,0.0984863419,NA,0.004,NA,NA,NA,NA,54.9,NA,NA,0.1,73,51,124,120
"1752","RD067",2020-07-22,"2020",1899-12-31 15:34:00,-19.51,-41.01,0.0979713544,NA,0.0231408613,4.4,0.005,0.004,NA,NA,0.04,NA,NA,0.1781926528,NA,2.6,0.0122396484,NA,0.004,NA,1.8574591457,5.415479748,NA,60.6,NA,NA,0.03,49,8,57,8.2
"1753","RD067",2020-08-06,"2020",1899-12-31 11:30:00,-19.51,-41.01,0.0511455517,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0899215036,NA,NA,0.0071110712,NA,0.004,NA,NA,NA,NA,82.4,NA,NA,0.06,47,4,51,3.8
"1754","RD067",2020-09-17,"2020",1899-12-31 13:30:00,-19.51,-41.01,0.0581114093,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0580932204,NA,NA,0.0082377128,NA,0.004,NA,NA,NA,NA,85.6,NA,NA,0.1,43,2,45,2.92
"1755","RD067",2020-10-21,"2020",1899-12-31 14:00:00,-19.51,-41.01,0.0242503897,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0568949282,NA,NA,0.1418444598,NA,0.004,NA,NA,NA,NA,81.4,NA,NA,0.06,42,13,55,10.8
"1756","RD067",2020-11-12,"2020",1899-12-31 11:20:00,-19.51,-41.01,0.1187917368,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.566117273,NA,NA,0.0278219409,NA,0.004,NA,NA,NA,NA,62.8,NA,NA,0.04,59,5,64,35.9
"1757","RD067",2020-12-17,"2020",1899-12-31 11:00:00,-19.51,-41.01,0.2976237384,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.5473024378,NA,NA,0.049573636,NA,0.004,NA,NA,NA,NA,57.4,NA,NA,0.17,74,23,97,104
"1758","RD071",2020-07-07,"2020",1899-12-31 08:35:00,-20.28,-43.03,0.0491402395,NA,0.0214517379,3.3,0.005,0.004,NA,NA,0.04,NA,NA,0.2544994959,NA,1.9,0.091689659,NA,0.004,NA,0.7845165884,3.172523301,NA,49.6,NA,NA,0.02,48,34,82,9.58
"1759","RD071",2020-08-03,"2020",1899-12-31 14:10:00,-20.28,-43.03,0.0499150559,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2321124219,NA,NA,0.0669358453,NA,0.004,NA,NA,NA,NA,62.7,NA,NA,0.02,36,28,64,7.02
"1760","RD071",2020-09-14,"2020",1899-12-31 11:20:00,-20.28,-43.03,0.0663536466,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2333333932,NA,NA,0.0600285591,NA,0.004,NA,NA,NA,NA,NA,49.36,NA,0.04,33,6,39,6.54
"1761","RD071",2020-10-06,"2020",1899-12-31 08:50:00,-20.28,-43.03,0.0244433315,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1634779525,NA,NA,0.087396571,NA,0.004,NA,NA,NA,NA,57.8,NA,NA,0.04,31,12,43,4.82
"1762","RD071",2020-11-09,"2020",1899-12-31 11:40:00,-20.28,-43.03,0.0413617352,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2863998969,NA,NA,0.1877448788,NA,0.004,NA,NA,NA,NA,51.6,NA,NA,0.04,41,2,41,23.3
"1763","RD071",2020-12-14,"2020",1899-12-31 12:50:00,-20.28,-43.03,0.0729201239,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1660751794,NA,NA,0.8137342453,NA,0.004,NA,NA,NA,NA,46.3,NA,NA,0.2,52,108,160,140
"1764","RD072",2020-07-09,"2020",1899-12-31 08:50:00,-20.27,-42.92,0.0850186171,NA,0.0201707929,3.5,0.005,0.004,NA,NA,0.04,NA,NA,0.3440058293,NA,2.1,0.0706245429,NA,0.004,NA,1.1339394017,3.616170862,NA,46.6,NA,NA,0.07,42,26,68,11.5
"1765","RD072",2020-08-03,"2020",1899-12-31 15:20:00,-20.27,-42.92,0.0943992304,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.4003932175,NA,NA,0.0367575437,NA,0.004,NA,NA,NA,NA,61.5,NA,NA,0.03,34,36,70,8.05
"1766","RD072",2020-09-14,"2020",1899-12-31 13:40:00,-20.27,-42.92,0.0355030619,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.206740385,NA,NA,0.0426458328,NA,0.004,NA,NA,NA,NA,52,NA,NA,0.09,41,2,42,5.61
"1767","RD072",2020-10-07,"2020",1899-12-31 12:30:00,-20.27,-42.92,0.0255356733,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1766310562,NA,NA,0.0529123985,NA,0.004,NA,NA,NA,NA,58.1,NA,NA,0.06,30,2,30,4
"1768","RD072",2020-11-09,"2020",1899-12-31 13:25:00,-20.27,-42.92,0.0616860963,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.5819015024,NA,NA,0.1144593716,NA,0.004,NA,NA,NA,NA,49.9,NA,NA,0.08,93,139,232,29.4
"1769","RD072",2020-12-15,"2020",1899-12-31 08:10:00,-20.27,-42.92,0.1035181289,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.3685706997,NA,NA,0.2541125586,NA,0.004,NA,NA,NA,NA,47.1,NA,NA,0.07,54,76,130,91.4
"1770","RD083",2020-07-20,"2020",1899-12-31 11:30:00,-19.1,-42.15,0.0771465629,NA,0.0207851923,3.3,0.005,0.004,NA,NA,0.04,NA,NA,0.2622132918,NA,2.5,0.0281983333,NA,0.004,NA,1.4811140187,5.91904657,NA,68.9,NA,NA,0.04,40,40,80,8.78
"1771","RD083",2020-08-05,"2020",1899-12-31 08:40:00,-19.1,-42.15,0.0498335107,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2111923595,NA,NA,0.0334513661,NA,0.004,NA,NA,NA,NA,87.7,NA,NA,0.04,48,5,53,13.3
"1772","RD083",2020-09-16,"2020",1899-12-31 09:00:00,-19.1,-42.15,0.0838285688,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1489546292,NA,NA,0.029032119,NA,0.004,NA,NA,NA,NA,83,NA,NA,0.09,38,12,50,7.53
"1773","RD083",2020-10-19,"2020",1899-12-31 09:50:00,-19.1,-42.15,0.1101155715,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2118883952,NA,NA,0.0341494923,NA,0.004,NA,NA,NA,NA,97.5,NA,NA,0.1,61,8,69,23.8
"1774","RD083",2020-11-11,"2020",1899-12-31 09:50:00,-19.1,-42.15,0.0952454791,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.4929760864,NA,NA,0.0446374801,NA,0.004,NA,NA,NA,NA,76,NA,NA,0.02,63,4,67,34.8
"1775","RD083",2020-12-16,"2020",1899-12-31 08:50:00,-19.1,-42.15,0.2462426696,NA,NA,NA,0.0131674554,0.004,NA,NA,0.04,NA,NA,0.5430468287,NA,NA,0.7142394803,NA,0.004,NA,NA,NA,NA,46.5,NA,NA,0.24,55,318,373,315
"1776","RD011",2021-01-12,"2021",1899-12-31 08:50:00,-20.29,-43.07,0.0209552108,NA,0.097196628,4,0.005,0.004,NA,NA,0.04,NA,NA,0.1488933665,NA,2.3,1.8914493983,NA,0.004,NA,0.6711609699,1.704873064,NA,41.3,NA,NA,0.05,41,123,164,255
"1777","RD011",2021-02-08,"2021",1899-12-31 12:20:00,-20.29,-43.07,0.0798770007,NA,NA,NA,0.011506825,0.004,NA,NA,0.04,NA,NA,0.4700191906,NA,NA,5.7974054138,NA,0.0095473862,NA,NA,NA,NA,32.9,NA,NA,0.16,40,366,406,1036
"1778","RD011",2021-03-08,"2021",1899-12-31 11:20:00,-20.29,-43.07,0.0594009683,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2952089061,NA,NA,0.3325125902,NA,0.004,NA,NA,NA,NA,42,NA,NA,0.07,32,35,67,93.1
"1779","RD011",2021-04-06,"2021",1899-12-31 08:30:00,-20.29,-43.07,0.02,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.202,NA,NA,0.1288,NA,0.004,NA,NA,NA,NA,46.7,NA,NA,0.03,35,7,42,22.7
"1780","RD011",2021-05-10,"2021",1899-12-31 13:20:00,-20.29,-43.07,0.02,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1991,NA,NA,0.036,NA,0.004,NA,NA,NA,NA,NA,50.6,NA,0.07,30,3,33,4.72
"1781","RD011",2021-06-01,"2021",1899-12-31 12:10:00,-20.29,-43.07,0.059,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.292,NA,NA,0.1037,NA,0.004,NA,NA,NA,NA,58.5,NA,NA,0.04,34,31,65,18.3
"1782","RD019",2021-01-14,"2021",1899-12-31 10:40:00,-20.02,-42.75,0.1782778522,NA,0.0445285021,2.6,0.005,0.004,NA,NA,0.04,NA,NA,0.4836024527,NA,1.6,0.3400372067,NA,0.004,NA,1.3577001795,3.222992698,NA,41.5,NA,NA,0.17,67,138,205,219
"1783","RD019",2021-02-09,"2021",1899-12-31 09:15:00,-20.02,-42.75,0.1880556864,NA,NA,NA,0.0072586525,0.004030533,NA,NA,0.04,NA,NA,0.5985990287,NA,NA,1.2857793696,NA,0.007980918,NA,NA,NA,NA,48.1,NA,NA,0.14,48,234,282,322
"1784","RD019",2021-03-09,"2021",1899-12-31 08:30:00,-20.02,-42.75,0.0723394445,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.4525499656,NA,NA,0.2536267836,NA,0.0044672815,NA,NA,NA,NA,48,NA,NA,0.09,55,82,137,115
"1785","RD019",2021-04-08,"2021",1899-12-31 10:15:00,-20.02,-42.75,0.041,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.312,NA,NA,0.1106,NA,0.004,NA,NA,NA,NA,49.4,NA,NA,0.05,34,30,64,43.4
"1786","RD019",2021-05-11,"2021",1899-12-31 08:15:00,-20.02,-42.75,0.033,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.319,NA,NA,0.0532,NA,0.004,NA,NA,NA,NA,50.5,NA,NA,0.09,27,16,43,16.6
"1787","RD019",2021-06-02,"2021",1899-12-31 08:30:00,-20.02,-42.75,0.039,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.233,NA,NA,0.0496,NA,0.004,NA,NA,NA,NA,47.4,NA,NA,0.04,36,16,52,5.87
"1788","RD023",2021-01-18,"2021",1899-12-31 08:20:00,-19.76,-42.48,0.0763865123,NA,0.0478464631,3.4,0.005,0.004,NA,NA,0.04,NA,NA,0.2919765132,NA,2,0.2903201093,NA,0.004,NA,1.7012747855,2.131458243,NA,NA,46.35,NA,0.12,68,223,291,104
"1789","RD023",2021-02-09,"2021",1899-12-31 12:50:00,-19.76,-42.48,0.0669786075,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1887407182,NA,NA,0.3654117298,NA,0.004,NA,NA,NA,NA,47.4,NA,NA,0.13,65,124,189,200
"1790","RD023",2021-03-09,"2021",1899-12-31 11:45:00,-19.76,-42.48,0.1171352889,NA,NA,NA,0.0066860779,0.004,NA,NA,0.04,NA,NA,0.4025297878,NA,NA,0.2912698765,NA,0.0051297862,NA,NA,NA,NA,50,NA,NA,0.15,54,220,274,317
"1791","RD023",2021-04-12,"2021",1899-12-31 08:00:00,-19.76,-42.48,0.049,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.316,NA,NA,0.084,NA,0.004,NA,NA,NA,NA,55.2,NA,NA,0.02,75,15,90,43.6
"1792","RD023",2021-05-11,"2021",1899-12-31 12:30:00,-19.76,-42.48,0.021,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.306,NA,NA,0.0231,NA,0.004,NA,NA,NA,NA,51.3,NA,NA,0.02,41,2,42,27.5
"1793","RD023",2021-06-02,"2021",1899-12-31 10:20:00,-19.76,-42.48,0.049,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.264,NA,NA,0.0563,NA,0.004,NA,NA,NA,NA,51.5,NA,NA,0.37,50,12,62,6.8
"1794","RD033",2021-01-24,"2021",1899-12-31 08:00:00,-19.33,-42.38,0.0602344582,NA,0.0332967862,4.8,0.005,0.004,NA,NA,0.04,NA,NA,0.4183236314,NA,2.8,0.1250447882,NA,0.004,NA,1.4902634865,6.0342134,NA,85.9,NA,NA,0.08,49,35,84,51
"1795","RD033",2021-02-09,"2021",1899-12-31 15:20:00,-19.33,-42.38,0.1309473758,NA,NA,NA,0.0119255576,0.004,NA,NA,0.04,NA,NA,0.2339104431,NA,NA,0.4794497796,NA,0.00737979,NA,NA,NA,NA,55.6,NA,NA,0.26,92,338,430,432
"1796","RD033",2021-03-09,"2021",1899-12-31 14:10:00,-19.33,-42.38,0.1117806145,NA,NA,NA,0.0055392168,0.0045090711,NA,NA,0.04,NA,NA,0.5161600659,NA,NA,0.2526404365,NA,0.0057431407,NA,NA,NA,NA,63,NA,NA,0.11,48,113,161,144
"1797","RD033",2021-04-15,"2021",1899-12-31 08:00:00,-19.33,-42.38,0.054,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.294,NA,NA,0.0926,NA,0.004,NA,NA,NA,NA,82.7,NA,NA,0.03,81,17,98,49.8
"1798","RD033",2021-05-11,"2021",1899-12-31 15:05:00,-19.33,-42.38,0.061,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.288,NA,NA,0.0536,NA,0.004,NA,NA,NA,NA,94.8,NA,NA,0.03,50,18,68,27.4
"1799","RD033",2021-06-02,"2021",1899-12-31 12:30:00,-19.33,-42.38,0.056,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.206,NA,NA,0.0487,NA,0.004,NA,NA,NA,NA,85.4,NA,NA,0.14,57,18,75,6.58
"1800","RD035",2021-01-15,"2021",1899-12-31 13:00:00,-19.49,-42.49,0.0878427214,NA,0.04483534,3.9,0.005,0.004,NA,NA,0.04,NA,NA,0.2361949062,NA,2.3,0.309468217,NA,0.004,NA,1.5019684885,2.454283779,NA,52.9,NA,NA,0.05,62,86,148,170
"1801","RD035",2021-02-09,"2021",1899-12-31 14:15:00,-19.49,-42.49,0.1214307099,NA,NA,NA,0.005,0.0043307208,NA,NA,0.04,NA,NA,0.2150319744,NA,NA,0.1472852347,NA,0.004,NA,NA,NA,NA,50.7,NA,NA,0.13,78,130,208,283
"1802","RD035",2021-03-09,"2021",1899-12-31 12:40:00,-19.49,-42.49,0.1523746126,NA,NA,NA,0.0103944892,0.0047461195,NA,NA,0.04,NA,NA,0.4573324146,NA,NA,0.5249061741,NA,0.0074381769,NA,NA,NA,NA,57,NA,NA,0.12,53,211,264,192
"1803","RD035",2021-04-09,"2021",1899-12-31 12:00:00,-19.49,-42.49,0.035,NA,NA,NA,0.00568,0.004,NA,NA,0.04,NA,NA,0.1833,NA,NA,0.1392,NA,0.00744,NA,NA,NA,NA,59.9,NA,NA,0.03,36,82,118,37.5
"1804","RD035",2021-05-11,"2021",1899-12-31 10:40:00,-19.49,-42.49,0.023,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.259,NA,NA,0.0975,NA,0.004,NA,NA,NA,NA,NA,58.8,NA,0.13,39,9,48,30.2
"1805","RD035",2021-06-02,"2021",1899-12-31 11:30:00,-19.49,-42.49,0.049,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.244,NA,NA,0.1499,NA,0.004,NA,NA,NA,NA,61.2,NA,NA,0.07,55,27,82,71.2
"1806","RD044",2021-01-24,"2021",1899-12-31 11:00:00,-18.88,-41.95,0.0643273173,NA,0.0216179152,3.8,0.005,0.004,NA,NA,0.04,NA,NA,0.4731590515,NA,2.5,0.0284854586,NA,0.004,NA,1.6085848405,4.565900039,NA,64.8,NA,NA,0.03,42,15,57,34.7
"1807","RD044",2021-02-10,"2021",1899-12-31 09:45:00,-18.88,-41.95,0.0699209867,NA,NA,NA,0.0087532049,0.004,NA,NA,0.04,NA,NA,0.2438330817,NA,NA,0.3346868227,NA,0.0049511913,NA,NA,NA,NA,46.3,NA,NA,0.17,107,314,421,324
"1808","RD044",2021-03-10,"2021",1899-12-31 09:45:00,-18.88,-41.95,0.1371702175,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.4961623729,NA,NA,0.0981690286,NA,0.004,NA,NA,NA,NA,54,NA,NA,0.03,38,58,96,84.8
"1809","RD044",2021-04-15,"2021",1899-12-31 11:00:00,-18.88,-41.95,0.167,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.414,NA,NA,0.0257,NA,0.004,NA,NA,NA,NA,70.2,NA,NA,0.03,60,15,75,22.7
"1810","RD044",2021-05-12,"2021",1899-12-31 09:42:00,-18.88,-41.95,0.038,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.257,NA,NA,0.0209,NA,0.004,NA,NA,NA,NA,73.4,NA,NA,0.02,51,2,51,8.9
"1811","RD044",2021-06-03,"2021",1899-12-31 09:30:00,-18.88,-41.95,0.071,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1915,NA,NA,0.0188,NA,0.004,NA,NA,NA,NA,108,NA,NA,0.02,75,10,85,7.05
"1812","RD045",2021-01-24,"2021",1899-12-31 13:00:00,-18.86,-41.83,0.0865544774,NA,0.020577481,3.5,0.005,0.004,NA,NA,0.04,NA,NA,0.5090597258,NA,2.1,0.027463173,NA,0.004,NA,1.5933878295,4.453808287,NA,63.1,NA,NA,0.08,48,2,50,36.5
