"","Estacao","Data_de_Amostragem","Ano","Hora_de_Amostragem","Latitude","Longitude","Aluminio_dissolvido","Aluminio_total","Bario_total","Calcio_total","Chumbo_total","Cobre_dissolvido","Cobre_total","Cromo_hexavalente","Cromo_total","Cromo_trivalente","Estanho_total","Ferro_dissolvido","Ferro_total","Magnesio_total","Manganes_total","Manganes_dissolvido","Niquel_total","Potassio_total","Potassio_dissolvido","Sodio_dissolvido","Sodio_total","Condutividade_eletrica_in_loco","Condutividade_eletrica_laboratorio","Fluoreto_ionizado","Fosforo_total","Solidos_dissolvidos_totais","Solidos_em_suspensao_totais","Solidos_totais","Turbidez"
"102","RD053",2001-10-28,"2001",1899-12-31 10:15:00,-18.97,-41.65,NA,NA,NA,NA,NA,NA,0.042,NA,NA,NA,NA,NA,NA,NA,0.139,NA,NA,NA,NA,NA,NA,61,57,NA,0.05,53,35,88,64.6
"103","RD058",2000-02-22,"2000",1899-12-31 09:45:00,-19.17,-41.46,NA,9.15,0.2,3.32,0.027,NA,0.009,0.01,0.05,0.05,NA,0.16,NA,1.7182,0.28,NA,0.01,NA,1.65,4,NA,49.2,NA,NA,0.2,59,271,330,242
"104","RD058",2000-05-08,"2000",1899-12-31 14:45:00,-19.17,-41.46,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.9,NA,NA,0.04,44,41,85,56.7
"105","RD058",2000-08-07,"2000",1899-12-31 09:15:00,-19.17,-41.46,NA,0.57,0.2,4.2,0.005,NA,0.007,0.01,0.05,0.05,NA,0.09,NA,2.6378,0.05,NA,0.007,NA,2.12,6.05,NA,62.4,NA,NA,0.03,45,14,59,10.7
"106","RD058",2000-10-31,"2000",1899-12-31 13:40:00,-19.17,-41.46,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.6,NA,NA,0.04,55,2,57,7.68
"107","RD058",2001-02-18,"2001",1899-12-31 13:20:00,-19.17,-41.46,NA,2.65,0.03,4.64,0.005,NA,0.007,0.01,0.04,0.04,NA,0.24,NA,0.484,0.078,NA,0.004,NA,1.7,3.73,NA,52.9,NA,NA,0.05,36,20,56,27.4
"108","RD058",2001-05-09,"2001",1899-12-31 13:20:00,-19.17,-41.46,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.1,NA,NA,0.04,56,10,66,12.9
"109","RD058",2001-08-19,"2001",1899-12-31 12:45:00,-19.17,-41.46,NA,0.2,0.029,4.96,0.005,NA,0.009,0.01,0.04,0.04,NA,0.06,NA,1.1374,0.06,NA,0.004,NA,2.02,9.6,NA,83.3,NA,NA,0.03,54,7,61,13.5
"110","RD058",2001-10-28,"2001",1899-12-31 13:05:00,-19.17,-41.46,NA,NA,NA,NA,NA,NA,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,63,NA,0.05,68,27,95,60.1
"111","RD059",1997-09-04,"1997",1899-12-31 08:00:00,-19.35,-41.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.6,NA,NA,NA,NA,19.37,NA,10
"112","RD059",1997-11-19,"1997",1899-12-31 10:20:00,-19.35,-41.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.2,NA,NA,0.04,NA,25.89,NA,20
"113","RD059",1998-03-17,"1998",1899-12-31 17:15:00,-19.35,-41.24,NA,0.173,0.05,NA,NA,NA,0.003,NA,0.05,NA,NA,0.12,NA,NA,0.068,NA,NA,NA,NA,4.43,NA,55.3,NA,NA,0.06,31.12,46.88,78,45
"114","RD059",1998-09-01,"1998",1899-12-31 10:50:00,-19.35,-41.24,NA,NA,0.2,3.52,0.005,NA,0.007,0.01,0.05,0.05,NA,0.12,NA,0.9438,0.05,NA,0.004,NA,1.86,5.98,NA,64,NA,NA,0.03,40,7,47,6.65
"115","RD059",1998-11-09,"1998",1899-12-31 14:10:00,-19.35,-41.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.2,NA,NA,0.1,62,67,129,99.8
"116","RD059",1999-03-29,"1999",1899-12-31 14:50:00,-19.35,-41.24,NA,NA,0.2,5.04,0.019,NA,0.085,0.01,0.05,0.05,NA,0.34,NA,0.7018,0.09,NA,0.004,NA,1.76,5.55,NA,60.9,NA,NA,0.1,54,36,90,47.2
"117","RD059",1999-05-17,"1999",1899-12-31 14:00:00,-19.35,-41.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.9,NA,NA,0.05,49,16,65,16.3
"118","RD059",1999-08-23,"1999",1899-12-31 13:50:00,-19.35,-41.24,NA,0.41,0.2,3.68,0.005,NA,0.007,0.01,0.05,0.05,NA,0.05,NA,1.936,0.05,NA,0.004,NA,1.78,11.2,NA,75,NA,NA,0.02,49,9,58,5.58
"119","RD059",1999-11-11,"1999",1899-12-31 13:35:00,-19.35,-41.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.3,NA,NA,0.36,99,486,585,640
"120","RD059",2000-02-22,"2000",1899-12-31 11:00:00,-19.35,-41.24,NA,6.09,0.2,3.8,0.034,NA,0.007,0.01,0.05,0.05,NA,0.16,NA,1.8876,0.24,NA,0.005,NA,1.65,4,NA,50.2,NA,NA,0.16,56,287,343,264
"121","RD059",2000-05-09,"2000",1899-12-31 08:50:00,-19.35,-41.24,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.9,NA,NA,0.03,43,40,83,53.9
"122","RD059",2000-08-08,"2000",1899-12-31 09:05:00,-19.35,-41.24,NA,0.77,0.2,3.56,0.005,NA,0.007,0.01,0.05,0.05,NA,0.08,NA,1.4278,0.05,NA,0.011,NA,2.03,6.06,NA,40.7,NA,NA,0.04,37,20,57,10.4
"123","RD059",2000-11-01,"2000",1899-12-31 08:40:00,-19.35,-41.24,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,0.03,51,3,54,7.42
"124","RD059",2001-02-19,"2001",1899-12-31 08:50:00,-19.35,-41.24,NA,2.28,0.03,4.64,0.005,NA,0.007,0.01,0.04,0.04,NA,0.22,NA,1.089,0.067,NA,0.004,NA,1.74,4.06,NA,57.5,NA,NA,0.08,42,21,63,32.3
"125","RD059",2001-05-10,"2001",1899-12-31 08:35:00,-19.35,-41.24,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.1,NA,NA,0.04,46,8,54,12.5
"126","RD059",2001-08-20,"2001",1899-12-31 08:55:00,-19.35,-41.24,NA,0.2,0.026,5.48,0.005,NA,0.004,0.01,0.04,0.04,NA,0.05,NA,1.21,0.056,NA,0.004,NA,2.04,9.61,NA,83.8,NA,NA,0.03,57,8,65,9.16
"127","RD059",2001-10-29,"2001",1899-12-31 08:30:00,-19.35,-41.24,NA,NA,NA,NA,NA,NA,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,62,NA,0.05,62,26,88,51
"128","RD067",1998-03-25,"1998",1899-12-31 14:00:00,-19.51,-41.01,NA,1.662,0.05,NA,NA,NA,0.003,NA,0.05,NA,NA,0.21,NA,NA,0.024,NA,NA,NA,NA,2.35,NA,35.8,NA,NA,0.04,22.27,26.73,49,25
"129","RD067",1998-09-01,"1998",1899-12-31 12:35:00,-19.51,-41.01,NA,NA,0.2,3.68,0.005,NA,0.007,0.01,0.05,0.05,NA,0.12,NA,1.0648,0.05,NA,0.004,NA,1.88,5.78,NA,64.2,NA,NA,0.03,40,5,45,4.8
"130","RD067",1998-11-10,"1998",1899-12-31 08:30:00,-19.51,-41.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1,NA,NA,0.09,66,71,137,88.7
"131","RD067",1999-03-30,"1999",1899-12-31 08:20:00,-19.51,-41.01,NA,NA,0.2,4.6,0.012,NA,0.08,0.01,0.05,0.05,NA,0.29,NA,1.0406,0.11,NA,0.011,NA,1.66,5.01,NA,57.6,NA,NA,0.09,47,36,83,37.6
"132","RD067",1999-05-18,"1999",1899-12-31 08:15:00,-19.51,-41.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.8,NA,NA,0.04,45,16,61,16.4
"133","RD067",1999-08-24,"1999",1899-12-31 08:10:00,-19.51,-41.01,NA,0.36,0.2,3.48,0.005,NA,0.007,0.01,0.05,0.05,NA,0.05,NA,1.3068,0.05,NA,0.004,NA,1.72,9.3,NA,70,NA,NA,0.01,46,6,52,5.46
"134","RD067",1999-11-12,"1999",1899-12-31 08:40:00,-19.51,-41.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.2,NA,NA,0.32,80,365,445,349
"135","RD067",2000-02-22,"2000",1899-12-31 14:05:00,-19.51,-41.01,NA,7.32,0.2,3.6,0.037,NA,0.007,0.01,0.05,0.05,NA,0.15,NA,1.7908,0.24,NA,0.006,NA,1.92,4,NA,52.9,NA,NA,0.21,61,278,339,278
"136","RD067",2000-05-09,"2000",1899-12-31 11:25:00,-19.51,-41.01,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.9,NA,NA,0.04,47,51,98,57.5
"137","RD067",2000-08-08,"2000",1899-12-31 12:00:00,-19.51,-41.01,NA,0.78,0.2,3.6,0.005,NA,0.007,0.01,0.05,0.05,NA,0.06,NA,3.025,0.05,NA,0.004,NA,2.02,5.75,NA,82.9,NA,NA,0.04,46,1,46,6.2
"138","RD067",2000-11-01,"2000",1899-12-31 11:25:00,-19.51,-41.01,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.7,NA,NA,0.03,36,22,58,4.7
"139","RD067",2001-02-19,"2001",1899-12-31 11:25:00,-19.51,-41.01,NA,1.91,0.028,5.04,0.005,NA,0.007,0.01,0.04,0.04,NA,0.23,NA,0.8712,0.058,NA,0.004,NA,1.65,3.27,NA,51.1,NA,NA,0.05,39,13,52,21.2
"140","RD067",2001-05-10,"2001",1899-12-31 10:50:00,-19.51,-41.01,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.8,NA,NA,0.03,45,8,53,13.7
"141","RD067",2001-08-20,"2001",1899-12-31 11:15:00,-19.51,-41.01,NA,0.11,0.026,4.88,0.005,NA,0.007,0.01,0.04,0.04,NA,0.03,NA,1.2584,0.038,NA,0.004,NA,1.97,9.04,NA,77.8,NA,NA,0.01,51,9,60,7.53
"142","RD067",2001-10-29,"2001",1899-12-31 10:55:00,-19.51,-41.01,NA,NA,NA,NA,NA,NA,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,66,NA,0.05,72,14,86,41.1
"143","RD019",2002-02-21,"2002",1899-12-31 15:20:00,-20.02,-42.75,NA,13.68,0.101,2.32,0.013,NA,0.014,0.01,0.04,0.04,NA,0.14,NA,0.9922,1.205,NA,0.016,NA,1.5,2.24,NA,31,NA,NA,0.09,53,184,237,294
"144","RD019",2002-04-25,"2002",1899-12-31 12:55:00,-20.02,-42.75,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA,NA,0.188,NA,NA,NA,NA,NA,NA,40.5,44,NA,0.03,38,37,75,42.8
"145","RD019",2002-07-30,"2002",1899-12-31 16:20:00,-20.02,-42.75,NA,0.67,0.021,4.44,0.005,NA,0.007,0.01,0.04,0.04,NA,0.14,NA,0.7018,0.089,NA,0.004,NA,1.05,3.66,NA,50.8,NA,NA,0.04,47,22,69,25.1
"146","RD019",2002-10-22,"2002",1899-12-31 14:50:00,-20.02,-42.75,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA,NA,0.089,NA,NA,NA,NA,NA,NA,47.3,NA,NA,0.04,41,13,54,19.6
"147","RD019",2003-02-13,"2003",1899-12-31 15:50:00,-20.02,-42.75,NA,6.11,0.043,3.48,0.006,NA,0.006,0.01,0.04,0.04,NA,0.34,NA,1.4762,0.292,NA,0.028,NA,1.14,3.59,NA,44.8,NA,NA,0.08,44,48,92,75.2
"148","RD019",2003-04-29,"2003",1899-12-31 14:05:00,-20.02,-42.75,NA,NA,NA,NA,NA,NA,0.006,NA,NA,NA,NA,NA,NA,NA,0.177,NA,NA,NA,NA,NA,NA,50.7,NA,NA,0.07,35,30,65,17.2
"149","RD019",2003-07-22,"2003",1899-12-31 15:35:00,-20.02,-42.75,NA,1.22,0.021,3.08,0.005,NA,0.007,0.01,0.04,0.04,NA,0.16,NA,1.452,0.092,NA,0.004,NA,1.58,3.81,NA,45.2,NA,NA,0.04,33,13,46,7.92
"150","RD019",2003-10-21,"2003",1899-12-31 14:35:00,-20.02,-42.75,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA,NA,0.097,NA,NA,NA,NA,NA,NA,53,NA,NA,0.05,43,14,57,14.7
"151","RD019",2004-01-20,"2004",1899-12-31 16:05:00,-20.02,-42.75,NA,1.56,0.04,3.16,0.005,NA,0.006,0.01,0.04,0.04,NA,0.3,NA,1.0648,0.302,NA,0.011,NA,1.78,2.75,NA,37.8,NA,NA,0.14,56,194,250,171
"152","RD019",2004-04-27,"2004",1899-12-31 15:50:00,-20.02,-42.75,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA,NA,0.4070478,NA,NA,NA,NA,NA,NA,40.4,NA,NA,0.14,54,175,229,200
"153","RD019",2004-07-20,"2004",1899-12-31 16:15:00,-20.02,-42.75,NA,1.22,0.026,2.8,0.005,NA,0.007,0.01,0.04,0.04,NA,0.15,NA,1.452,0.127,NA,0.004,NA,1.52,3.68,NA,34.6,NA,NA,0.04,41,20,61,25.8
"154","RD019",2004-10-19,"2004",1899-12-31 14:20:00,-20.02,-42.75,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA,NA,0.096,NA,NA,NA,NA,NA,NA,54.4,NA,NA,0.06,47,16,63,22.4
"155","RD019",2005-01-18,"2005",1899-12-31 15:50:00,-20.02,-42.75,NA,6.76,0.043,3.7,0.01,NA,0.044,0.01,0.04,0.04,NA,0.17,NA,0.4,0.206,NA,0.006,NA,1.6,2.15,NA,36.1,NA,NA,0.16,68,99,167,209
"156","RD019",2005-04-19,"2005",1899-12-31 14:50:00,-20.02,-42.75,NA,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,0.107,NA,NA,NA,NA,NA,NA,40.3,NA,NA,0.02,NA,46,79,34.6
"157","RD019",2005-07-12,"2005",1899-12-31 15:10:00,-20.02,-42.75,0.1,1.05,0.027,3.6,0.007,0.004,0.004,0.01,0.04,0.04,NA,0.13,NA,0.9,0.134,NA,0.004,NA,1.12,3.88,NA,44.3,NA,NA,0.04,40,14,54,8.69
"158","RD019",2005-10-04,"2005",1899-12-31 14:40:00,-20.02,-42.75,NA,NA,NA,NA,NA,0.018,0.022,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,50.8,NA,NA,0.02,NA,42,64,31.7
"159","RD019",2006-01-17,"2006",1899-12-31 14:50:00,-20.02,-42.75,0.1,2.38,0.071,4.2,0.007,0.004,0.012,0.01,0.04,0.04,NA,0.15,NA,1.6,0.082,NA,0.008,NA,1.33,3.19,NA,43.4,NA,NA,0.04,44,19,63,31.1
"160","RD019",2006-04-18,"2006",1899-12-31 14:50:00,-20.02,-42.75,NA,NA,NA,NA,NA,0.007,0.011,NA,NA,NA,NA,NA,NA,NA,0.093,NA,NA,NA,NA,NA,NA,42.9,NA,NA,0.03,NA,11,62,30.4
"161","RD019",2006-07-12,"2006",1899-12-31 15:45:00,-20.02,-42.75,0.1,0.92,0.023,4.2,0.005,0.004,0.004,0.01,0.04,0.04,NA,0.06,NA,0.4,0.064,NA,0.007,NA,1.22,4.01,NA,44.3,NA,NA,0.02,39,11,50,10
"162","RD019",2006-10-04,"2006",1899-12-31 15:15:00,-20.02,-42.75,NA,NA,NA,NA,NA,0.028,NA,NA,NA,NA,NA,NA,NA,NA,0.067,NA,NA,NA,NA,NA,NA,56,NA,NA,0.03,NA,16,64,12.2
"163","RD023",2002-02-25,"2002",1899-12-31 09:20:00,-19.76,-42.48,NA,1.88,0.068,2.84,0.01,NA,0.005,0.01,0.04,0.04,NA,0.17,NA,1.1616,0.51,NA,0.006,NA,1.64,2.07,NA,33.9,NA,NA,0.14,88,167,255,244
"164","RD023",2002-04-28,"2002",1899-12-31 09:40:00,-19.76,-42.48,NA,NA,NA,NA,0.005,NA,0.007,NA,NA,NA,NA,0.27,NA,NA,0.159,NA,NA,NA,NA,NA,NA,42.4,46,NA,0.06,42,36,78,44.7
"165","RD023",2002-08-01,"2002",1899-12-31 09:45:00,-19.76,-42.48,NA,0.68,0.026,3.68,0.005,NA,0.007,0.01,0.04,0.04,NA,0.17,NA,1.0164,0.105,NA,0.004,NA,1.23,3.37,NA,47.6,NA,NA,0.05,45,24,69,21.8
"166","RD023",2002-10-24,"2002",1899-12-31 09:50:00,-19.76,-42.48,NA,NA,NA,NA,0.005,NA,0.006,NA,NA,NA,NA,0.12,NA,NA,0.115,NA,NA,NA,NA,NA,NA,44.8,NA,NA,0.05,43,16,59,28.7
"167","RD023",2003-02-17,"2003",1899-12-31 10:10:00,-19.76,-42.48,NA,7.65,0.054,3.2,0.011,NA,0.005,0.01,0.04,0.04,NA,0.28,NA,1.815,0.269,NA,0.004,NA,1.12,2.81,NA,42.9,NA,NA,0.11,45,61,106,84.6
"168","RD023",2003-05-02,"2003",1899-12-31 08:50:00,-19.76,-42.48,NA,NA,NA,NA,0.005,NA,0.004,NA,NA,NA,NA,0.17,NA,NA,0.197,NA,NA,NA,NA,NA,NA,44.9,NA,NA,0.05,35,33,68,23.5
"169","RD023",2003-07-24,"2003",1899-12-31 09:35:00,-19.76,-42.48,NA,1.61,0.03,3.28,0.007,NA,0.01,0.01,0.04,0.04,NA,0.15,NA,1.815,0.11,NA,0.004,NA,1.66,3.94,NA,46.5,NA,NA,0.04,40,31,71,20.2
"170","RD023",2003-10-23,"2003",1899-12-31 09:25:00,-19.76,-42.48,NA,NA,NA,NA,0.005,NA,0.007,NA,NA,NA,NA,0.14,NA,NA,0.083,NA,NA,NA,NA,NA,NA,49.6,NA,NA,0.05,40,11,51,15.3
"171","RD023",2004-01-22,"2004",1899-12-31 09:45:00,-19.76,-42.48,NA,1.62,0.054,2.84,0.006,NA,0.006,0.01,0.04,0.04,NA,0.36,NA,1.6214,0.383,NA,0.004,NA,2,2.7,NA,40.9,NA,NA,0.13,55,179,234,142
"172","RD023",2004-04-29,"2004",1899-12-31 09:15:00,-19.76,-42.48,NA,NA,NA,NA,0.005,NA,0.01662082,NA,NA,NA,NA,0.29,NA,NA,0.2374906,NA,NA,NA,NA,NA,NA,42.3,NA,NA,0.17,65,85,150,101
"173","RD023",2004-07-22,"2004",1899-12-31 09:35:00,-19.76,-42.48,NA,0.66,0.038,3.2,0.005,NA,0.007,0.01,0.04,0.04,NA,0.15,NA,1.694,0.242,NA,0.004,NA,1.84,3.77,NA,38.2,NA,NA,0.07,42,47,89,42.8
"174","RD023",2004-10-21,"2004",1899-12-31 09:00:00,-19.76,-42.48,NA,NA,NA,NA,0.005,NA,0.007,NA,NA,NA,NA,0.14,NA,NA,0.118,NA,NA,NA,NA,NA,NA,53.5,NA,NA,0.06,45,19,64,28.7
"175","RD023",2005-01-20,"2005",1899-12-31 09:15:00,-19.76,-42.48,NA,5.86,0.057,3.8,0.016,NA,0.041,0.01,0.04,0.04,NA,0.27,NA,1.2,0.251,NA,0.006,NA,2,2.13,NA,38.2,NA,NA,0.21,85,92,177,310
"176","RD023",2005-04-22,"2005",1899-12-31 09:35:00,-19.76,-42.48,NA,NA,NA,NA,0.005,NA,0.004,NA,NA,NA,NA,0.22,NA,NA,0.156,NA,NA,NA,NA,NA,NA,42.3,NA,NA,0.03,NA,46,86,53.4
"177","RD023",2005-07-14,"2005",1899-12-31 09:15:00,-19.76,-42.48,0.1,2.1,0.033,3.4,0.005,0.004,0.004,0.01,0.04,0.04,NA,0.16,NA,1.8,0.141,NA,0.004,NA,1.28,3.49,NA,44.2,NA,NA,0.06,37,30,67,19
"178","RD023",2005-10-06,"2005",1899-12-31 09:15:00,-19.76,-42.48,NA,NA,NA,NA,0.005,0.008,0.004,NA,NA,NA,NA,0.27,NA,NA,0.088,NA,NA,NA,NA,NA,NA,52.2,NA,NA,0.05,NA,45,89,16
"179","RD023",2006-01-19,"2006",1899-12-31 09:15:00,-19.76,-42.48,0.1,5.76,0.078,4.6,0.007,0.005,0.013,0.01,0.04,0.04,NA,0.23,NA,1.5,0.124,NA,0.008,NA,1.34,3.06,NA,63.9,NA,NA,0.04,54,53,107,42.2
"180","RD023",2006-04-20,"2006",1899-12-31 09:35:00,-19.76,-42.48,NA,NA,NA,NA,0.008,0.006,0.007,NA,NA,NA,NA,0.1,NA,NA,0.139,NA,NA,NA,NA,NA,NA,44.6,NA,NA,0.07,NA,39,79,16.2
"181","RD023",2006-07-14,"2006",1899-12-31 09:35:00,-19.76,-42.48,0.1,0.47,0.021,3.8,0.005,0.004,0.004,0.01,0.04,0.04,NA,0.09,NA,1,0.071,NA,0.004,NA,1.42,3.86,NA,44.8,NA,NA,0.05,43,16,59,12.3
"182","RD023",2006-10-06,"2006",1899-12-31 08:50:00,-19.76,-42.48,NA,NA,NA,NA,0.005,0.012,NA,NA,NA,NA,NA,0.16,NA,NA,0.077,NA,NA,NA,NA,NA,NA,56.3,NA,NA,0.07,NA,23,70,10.7
"183","RD033",2002-02-26,"2002",1899-12-31 08:40:00,-19.33,-42.38,NA,2.06,0.077,3.08,0.014,NA,0.009,0.01,0.04,0.04,NA,0.1,NA,1.21,0.602,NA,0.022,NA,1.64,2.7,NA,39,NA,NA,0.17,86,314,400,374
"184","RD033",2002-04-29,"2002",1899-12-31 09:35:00,-19.33,-42.38,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA,NA,0.178,NA,NA,NA,NA,NA,NA,57.1,62,NA,0.08,49,40,89,45.9
"185","RD033",2002-08-02,"2002",1899-12-31 09:00:00,-19.33,-42.38,NA,1.41,0.036,4.04,0.01,NA,0.007,0.01,0.04,0.04,NA,0.14,NA,1.6214,0.14,NA,0.004,NA,1.54,8.8,NA,93,NA,NA,0.07,59,22,81,23
"186","RD033",2002-10-25,"2002",1899-12-31 08:45:00,-19.33,-42.38,NA,NA,NA,NA,NA,NA,0.034,NA,NA,NA,NA,NA,NA,NA,0.175,NA,NA,NA,NA,NA,NA,74.1,NA,NA,0.04,95,71,166,141
"187","RD033",2003-02-18,"2003",1899-12-31 08:40:00,-19.33,-42.38,NA,7.8,0.051,4.92,0.008,NA,0.005,0.01,0.04,0.04,NA,0.26,NA,1.2584,0.263,NA,0.005,NA,1.32,5.02,NA,59.6,NA,NA,0.11,50,49,99,86.2
"188","RD033",2003-05-05,"2003",1899-12-31 09:10:00,-19.33,-42.38,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA,NA,0.178,NA,NA,NA,NA,NA,NA,57.3,NA,NA,0.07,60,14,74,22.2
"189","RD033",2003-07-25,"2003",1899-12-31 09:50:00,-19.33,-42.38,NA,2.32,0.032,4.52,0.011,NA,0.004,0.01,0.04,0.04,NA,0.14,NA,1.3794,0.11,NA,0.006,NA,1.92,8.76,NA,76.1,NA,NA,0.06,48,20,68,19.5
"190","RD033",2003-10-24,"2003",1899-12-31 09:25:00,-19.33,-42.38,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,81.1,NA,NA,0.06,59,36,95,27.3
"191","RD033",2004-01-23,"2004",1899-12-31 09:50:00,-19.33,-42.38,NA,2.8,0.061,3.72,0.005,NA,0.005,0.01,0.04,0.04,NA,0.22,NA,1.6214,0.412,NA,0.004,NA,2,3.93,NA,53.6,NA,NA,0.2,77,208,285,276
"192","RD033",2004-04-30,"2004",1899-12-31 08:15:00,-19.33,-42.38,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA,NA,0.2989263,NA,NA,NA,NA,NA,NA,54.8,NA,NA,0.1,51,35,86,96
"193","RD033",2004-07-23,"2004",1899-12-31 09:10:00,-19.33,-42.38,NA,3.64,0.045,3.6,0.005,NA,0.007,0.01,0.04,0.04,NA,0.19,NA,1.8392,0.299,NA,0.005,NA,1.81,6.49,NA,57.5,NA,NA,0.07,53,49,102,41.9
"194","RD033",2004-10-22,"2004",1899-12-31 08:40:00,-19.33,-42.38,NA,NA,NA,NA,NA,NA,0.014,NA,NA,NA,NA,NA,NA,NA,0.084,NA,NA,NA,NA,NA,NA,78.6,NA,NA,0.12,54,52,106,43.5
"195","RD033",2005-01-21,"2005",1899-12-31 08:40:00,-19.33,-42.38,NA,7.83,0.058,4.6,0.02,NA,0.061,0.01,0.04,0.04,NA,0.17,NA,0.6,0.393,NA,0.005,NA,1.93,3.34,NA,46.2,NA,NA,0.18,80,140,220,277
"196","RD033",2005-04-25,"2005",1899-12-31 08:50:00,-19.33,-42.38,NA,NA,NA,NA,NA,NA,0.036,NA,NA,NA,NA,NA,NA,NA,0.175,NA,NA,NA,NA,NA,NA,57.8,NA,NA,0.03,NA,64,110,71.6
"197","RD033",2005-07-15,"2005",1899-12-31 08:55:00,-19.33,-42.38,0.1,2.47,0.031,4.2,0.005,0.004,0.004,0.01,0.04,0.04,NA,0.14,NA,1.4,0.13,NA,0.004,NA,1.44,7.09,NA,67,NA,NA,0.09,52,20,72,13.3
"198","RD033",2005-10-07,"2005",1899-12-31 08:40:00,-19.33,-42.38,NA,NA,NA,NA,NA,0.004,0.004,NA,NA,NA,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,79.9,NA,NA,0.07,NA,35,92,39.5
"199","RD033",2006-01-20,"2006",1899-12-31 08:25:00,-19.33,-42.38,0.1,3.06,0.033,4.6,0.005,0.004,0.004,0.01,0.04,0.04,NA,0.11,NA,1.7,0.137,NA,0.004,NA,1.6,6.71,NA,71.9,NA,NA,0.07,53,23,76,21.9
"200","RD033",2006-04-24,"2006",1899-12-31 08:45:00,-19.33,-42.38,NA,NA,NA,NA,NA,0.021,0.007,NA,NA,NA,NA,NA,NA,NA,0.167,NA,NA,NA,NA,NA,NA,68.8,NA,NA,0.07,NA,40,95,33.8
"201","RD033",2006-07-17,"2006",1899-12-31 08:20:00,-19.33,-42.38,0.1,1.87,0.038,4.6,0.005,0.004,0.01,0.01,0.04,0.04,NA,0.09,NA,1.2,0.088,NA,0.018,NA,1.84,9.24,NA,83,NA,NA,0.08,69,6,75,16.3
